#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	Most-prescribed medicare drugs
$50	<A HREF=https://projects.propublica.org/vital-signs/doctor/1407237910 >BRIAN SCHURKO </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$50	<A HREF=https://projects.propublica.org/vital-signs/doctor/1275914780 >PAUL FURLOW </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$50	<A HREF=https://projects.propublica.org/vital-signs/doctor/1265728745 >JORDAN BLOOM </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$50	<A HREF=https://projects.propublica.org/vital-signs/doctor/1225419732 >SREEHARSHA NANDYALA </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$50	<A HREF=https://projects.propublica.org/vital-signs/doctor/1184005696 >PHILICIA MOONSAMY </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$50	<A HREF=https://projects.propublica.org/vital-signs/doctor/1043505738 >ROBERT GOLDSTONE </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$50	<A HREF=https://projects.propublica.org/vital-signs/doctor/1043434905 >MICHAEL ANDRAWES </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ULTIVA
$49.07	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477817187 >MARCUS ZACHARIAH </A>	Neurological Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$49	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720062284 >LISA CAMPANELLA </A>	Oral & Maxillofacial Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$48.03	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629192125 >CONNIE CHANG </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	SYMBICORT
$47.86	<A HREF=https://projects.propublica.org/vital-signs/doctor/1881726743 >THOMAS CUMMINGS </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XENAZINE
$47.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1013200740 >ELLIOTT KOZIN </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$47.46	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518370683 >GRACE LEE </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$47.01	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497984785 >RICARDO ORTIZ </A>	Oral & Maxillofacial Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ONGLYZA
$45.95	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790006930 >SARAH PAPP </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	BEXSERO;ARNUITY;ADVAIR
$45.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1588869010 >MARISELA MARRERO </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$44.51	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659501419 >PAVANI ADAPA </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	OPDIVO;CYRAMZA;ALIMTA;VELCADE
$44.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1851379010 >LAWRENCE BORGES </A>	Neurological Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$43.99	<A HREF=https://projects.propublica.org/vital-signs/doctor/1841271731 >RICHARD HODIN </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$43.99	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669463550 >GARY RUSSELL </A>	Pediatric Gastroenterology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$43.98	<A HREF=https://projects.propublica.org/vital-signs/doctor/1164860243 >DAFANG ZHANG </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$43.12	<A HREF=https://projects.propublica.org/vital-signs/doctor/1750338026 >TIMOTHY BUIE </A>	Pediatric Gastroenterology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	SUCRAID
$43.12	<A HREF=https://projects.propublica.org/vital-signs/doctor/1053389395 >STEPHEN HARDY </A>	Pediatric Gastroenterology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	SUCRAID
$43.11	<A HREF=https://projects.propublica.org/vital-signs/doctor/1164448171 >PAUL GORDON </A>	Dentist, Oral and Maxillofacial Surgery	<span style=color:black>302 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$43.05	<A HREF=https://projects.propublica.org/vital-signs/doctor/1760745202 >KRISTIN ALVES </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$41.97	<A HREF=https://projects.propublica.org/vital-signs/doctor/1346500394 >JACK ROWE </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$40.4	<A HREF=https://projects.propublica.org/vital-signs/doctor/1295726727 >MICHAEL ZALIS </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$40.03	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558315184 >ARIA OLUMI </A>	Urology	<span style=color:black>289 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$39.81	<A HREF=https://projects.propublica.org/vital-signs/doctor/1285894790 >ALLISON ACKERMAN </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$39.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518949957 >BARRY DORFMAN </A>	Oral & Maxillofacial Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$39.32	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609160639 >GEORGE ANESI </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$39.22	<A HREF=https://projects.propublica.org/vital-signs/doctor/1922328392 >IAN BARBASH </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$38.58	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497745798 >JAMES MCFARLAND </A>	Cardiovascular Disease	<span style=color:black>1002 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$38.38	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609046911 >SARAH SUNG </A>	General Practice	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	FLOVENT;ADVAIR
$38.18	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457646119 >ANDREW WRIGHT </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XIFAXAN
$38.02	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790049161 >ZACHARY FRICKER </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XIFAXAN
$37.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1841272283 >GEORGE TOLIS </A>	Thoracic Surgery (Cardiothoracic Vascular Surgery)	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	OFIRMEV
$37.21	<A HREF=https://projects.propublica.org/vital-signs/doctor/1952664039 >JASON SCHULTZ </A>	Oral & Maxillofacial Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$37.21	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568727071 >AMIR LAVIV </A>	Oral & Maxillofacial Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$37.21	<A HREF=https://projects.propublica.org/vital-signs/doctor/1003256512 >QIAN YANG </A>	Oral & Maxillofacial Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$36.77	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790712636 >JEFFREY WILSON </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ABILIFY MAINTENA;CRESTOR
$36.55	<A HREF=https://projects.propublica.org/vital-signs/doctor/1396728697 >UMAR MAHMOOD </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$36.39	<A HREF=https://projects.propublica.org/vital-signs/doctor/1831358449 >AIRADION OMORUAN </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$35.99	<A HREF=https://projects.propublica.org/vital-signs/doctor/1972829232 >VICTORIA MARTIN </A>	Pediatric Gastroenterology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ERBITUX;SPRYCEL
$35.72	<A HREF=https://projects.propublica.org/vital-signs/doctor/1144586371 >SISHIR RAO </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$35.31	<A HREF=https://projects.propublica.org/vital-signs/doctor/1982999678 >JOSEPH GABRIELSEN </A>	Urology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$35.3	<A HREF=https://projects.propublica.org/vital-signs/doctor/1114213881 >GENE WEINSTEIN </A>	Neuroradiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	TROKENDI XR
$35	<A HREF=https://projects.propublica.org/vital-signs/doctor/1043626898 >JOSEPH BAHN </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$34.68	<A HREF=https://projects.propublica.org/vital-signs/doctor/1265414304 >STEPHEN MILLER </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	REPATHA;SAVAYSA
$34.32	<A HREF=https://projects.propublica.org/vital-signs/doctor/1912326000 >ALVIN DAS </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XIFAXAN;JANUMET;JANUMET XR;JANUVIA;ZETIA
$34.2	<A HREF=https://projects.propublica.org/vital-signs/doctor/1245221480 >JULIET JACOBSEN </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	LAZANDA
$34	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457341513 >LINDA WANG </A>	Pediatric Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$33.75	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669812616 >SHAWN VASDEV </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ABILIFY
$33.48	<A HREF=https://projects.propublica.org/vital-signs/doctor/1043346430 >TORIN SHEAR </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	OFIRMEV;PRECEDEX DEXMEDETOMIDINE HCL IN 0.9 PERCENT SODIUM CHLORIDE INJEC
$33.46	<A HREF=https://projects.propublica.org/vital-signs/doctor/1922241264 >ALEXANDER KUO </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$33.12	<A HREF=https://projects.propublica.org/vital-signs/doctor/1235266685 >SADHNA VORA </A>	Hematology & Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	OTHER
$33	<A HREF=https://projects.propublica.org/vital-signs/doctor/1336431915 >EMILY HUGHES </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	SAMSCA
$32.96	<A HREF=https://projects.propublica.org/vital-signs/doctor/1265413926 >CHAITANYA MUDGAL </A>	Hand Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$32.79	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710324975 >ANGELA SHIH </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	BYDUREON;SYMBICORT
$32.69	<A HREF=https://projects.propublica.org/vital-signs/doctor/1932441029 >BENJAMIN WANG </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ABRAXANE
$32.51	<A HREF=https://projects.propublica.org/vital-signs/doctor/1255369088 >ELISABETH ROBINSON </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	STELARA
$32.22	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669766655 >SUSANNE ROBERTS </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$31.92	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619278173 >SYLVIA EISELE </A>	Hospitals   , General Acute Care Hospital	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	PRADAXA;SPIRIVA
$31.92	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497738009 >SANJAY SHETTY </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	BRILINTA
$31.53	<A HREF=https://projects.propublica.org/vital-signs/doctor/1134189269 >ADAM MAY </A>	Dentist, Oral and Maxillofacial Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$31.42	<A HREF=https://projects.propublica.org/vital-signs/doctor/1932420965 >YASUKO NAGASAKA </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$31.42	<A HREF=https://projects.propublica.org/vital-signs/doctor/1831173152 >SUSAN VASSALLO </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$30.99	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649439274 >GENEVIEVE DAFTARY </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$30.78	<A HREF=https://projects.propublica.org/vital-signs/doctor/1013038454 >YOON CHO </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$30.73	<A HREF=https://projects.propublica.org/vital-signs/doctor/1962672956 >SUZANNE COOPEY </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$30.51	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679762835 >CECILE TREMBLAY </A>	Infectious Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$30.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720109176 >ZHONGHUI GUAN </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$30.36	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568453744 >KIMBERLY PEARSON </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	LATUDA
$29.94	<A HREF=https://projects.propublica.org/vital-signs/doctor/1356331433 >DIANA GALLAGHER </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$29.82	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457334963 >EDWIN HUANG </A>	Obstetrics & Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	SKYLA;MIRENA;LILETTA
$29.74	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780665091 >JAMES SCOTT </A>	Nuclear Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	BETASERON
$29.61	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740568153 >VIKRAM SENGUPTA </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	SIVEXTRO;ZERBAXA;OTHER
$29.43	<A HREF=https://projects.propublica.org/vital-signs/doctor/1316068752 >ANDREW DUTTON </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$29	<A HREF=https://projects.propublica.org/vital-signs/doctor/1578532149 >LYDIE PANI </A>	Endocrinology, Diabetes & Metabolism	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	PROLIA
$28.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1306827563 >IAIN FRASER </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	OTHER
$28.41	<A HREF=https://projects.propublica.org/vital-signs/doctor/1043440092 >SZE MAN TSE </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	KALYDECO
$27.79	<A HREF=https://projects.propublica.org/vital-signs/doctor/1215928346 >LAUREN DIAS </A>	Hematology & Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	XALKORI;SOMATULINE DEPOT 120MG-.5ML
$27.55	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467600361 >JAYA PRADHAN </A>	Dentist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$27.02	<A HREF=https://projects.propublica.org/vital-signs/doctor/1386684926 >ALLISON BRYANT MANTHA </A>	Obstetrics & Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	MAKENA
$26.68	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427254846 >DANIEL BOURQUE </A>	Infectious Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	ESTROGEL
$26.42	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689690695 >JOSEPH CHOU </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	INOMAX
$26.42	<A HREF=https://projects.propublica.org/vital-signs/doctor/1326038456 >JESSE ROBERTS </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	INOMAX
$26.42	<A HREF=https://projects.propublica.org/vital-signs/doctor/1205826484 >JONATHAN CRONIN </A>	Neonatal-Perinatal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	INOMAX
$26.33	<A HREF=https://projects.propublica.org/vital-signs/doctor/1053425678 >JUAN PERRONE </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$25.71	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619004074 >DAVID DUDZINSKI </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$25.71	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427029263 >RORY WEINER </A>	Cardiovascular Disease	<span style=color:black>730 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$25.38	<A HREF=https://projects.propublica.org/vital-signs/doctor/1942648944 >TIMILEHIN WUSU </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$25.14	<A HREF=https://projects.propublica.org/vital-signs/doctor/1134119746 >STEPHEN CALDERWOOD </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$25.14	<A HREF=https://projects.propublica.org/vital-signs/doctor/1114154945 >LAURA CERTAIN </A>	Infectious Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$25.14	<A HREF=https://projects.propublica.org/vital-signs/doctor/1073718672 >ROBY BHATTACHARYYA </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$25.14	<A HREF=https://projects.propublica.org/vital-signs/doctor/1003122540 >MICHAEL LOBRITZ </A>	Infectious Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$25.06	<A HREF=https://projects.propublica.org/vital-signs/doctor/1255514113 >MICHELLE KATZ </A>	Pediatric Endocrinology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$24.86	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467616730 >NORMAN TAYLOR </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	BYSTOLIC
$24.75	<A HREF=https://projects.propublica.org/vital-signs/doctor/1255569893 >KELLY AGARWAL </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	DALVANCE
$24.33	<A HREF=https://projects.propublica.org/vital-signs/doctor/1821201898 >MICHAEL JUNG </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	FLUZONE;ADACEL
$23.57	<A HREF=https://projects.propublica.org/vital-signs/doctor/1972862068 >MARIANNA PARKER </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
